-34.393949	116.790340	2.442	1.00	2018	9	20	14	37	5.770	133.7	210.2	360.4
-34.394922	116.803939	2.841	1.20	2018	9	21	18	7	42.560	28.5	48.8	68.4
-34.395614	116.802441	2.999	1.06	2018	9	21	23	52	38.300	39.9	66.3	88.2
-34.394535	116.804924	3.078	1.05	2018	9	22	13	27	44.710	36.3	59.7	80.8
-34.396025	116.802881	2.443	1.74	2018	9	24	2	32	13.220	30.4	52.5	74.4
-34.391317	116.795280	3.307	1.62	2018	9	25	9	20	41.060	68.6	108.1	278.2
-34.395207	116.797461	2.671	2.90	2018	9	27	10	2	22.690	47.4	81.5	112.4
-34.391903	116.791862	2.522	1.07	2018	9	27	11	25	12.990	47.5	83.5	123.5
-34.392989	116.797103	2.772	1.76	2018	9	27	11	37	6.500	37.9	65.2	93.1
-34.392668	116.792098	2.449	1.42	2018	9	27	12	35	49.980	34.4	60.0	81.9
-34.394080	116.803442	3.284	1.45	2018	9	27	12	57	57.200	56.9	99.4	111.7
-34.393880	116.797152	3.458	1.48	2018	9	28	18	12	40.940	31.6	55.8	340.5
-34.399019	116.797762	1.868	1.05	2018	10	1	11	50	45.690	56.1	93.9	135.6
-34.392981	116.799536	2.733	1.01	2018	10	1	17	55	14.420	29.2	50.1	66.2
-34.396077	116.786214	1.662	1.08	2018	10	1	18	55	32.080	150.3	250.9	324.3
-34.396611	116.784359	1.777	1.61	2018	10	1	20	28	1.920	148.3	251.1	348.9
-34.393534	116.803328	3.185	2.24	2018	10	3	0	37	46.320	33.6	58.0	76.3
-34.391097	116.802604	3.086	1.14	2018	10	3	0	56	12.040	36.9	58.6	73.9
-34.390613	116.801432	2.975	1.71	2018	10	3	3	6	30.980	32.0	56.1	77.9
-34.390186	116.801147	3.167	1.72	2018	10	3	3	57	12.950	30.0	48.4	67.5
-34.390780	116.802140	2.654	1.23	2018	10	3	4	21	32.490	34.6	54.9	70.8
-34.390894	116.801921	3.233	1.51	2018	10	3	5	44	16.730	32.9	53.1	65.7
-34.389998	116.805444	3.122	1.38	2018	10	3	9	41	58.760	34.3	54.0	72.5
-34.389205	116.802661	3.089	1.39	2018	10	3	11	55	13.870	32.4	51.3	66.2
-34.389779	116.802873	3.290	1.52	2018	10	3	12	23	2.050	26.8	47.5	54.0
-34.388391	116.797217	3.877	1.18	2018	10	3	12	25	3.650	50.9	70.7	84.1
-34.389156	116.804305	3.237	2.01	2018	10	3	13	52	36.460	34.0	59.6	69.0
-34.392041	116.805632	2.936	1.58	2018	10	3	14	36	33.410	28.5	47.9	66.3
-34.395365	116.785352	1.613	3.86	2018	10	3	15	26	37.070	167.8	285.7	374.4
-34.393022	116.786702	1.394	1.10	2018	10	3	15	32	15.130	145.4	250.9	314.5
-34.394267	116.785677	1.476	1.21	2018	10	3	15	40	14.340	130.8	224.2	287.2
-34.389856	116.805021	2.827	1.17	2018	10	3	16	19	54.100	26.3	46.4	66.2
-34.388810	116.799699	3.322	2.48	2018	10	3	17	26	47.800	29.7	50.9	59.6
-34.389913	116.805648	3.352	1.54	2018	10	3	18	1	0.720	28.0	48.4	57.9
-34.391056	116.798283	2.568	1.06	2018	10	3	20	42	53.320	110.9	176.2	238.6
-34.396269	116.801335	2.808	1.24	2018	10	3	22	33	37.080	72.2	144.5	163.4
-34.393917	116.806958	3.315	1.18	2018	10	3	23	18	38.040	45.1	69.8	95.4
-34.392761	116.803003	2.256	1.34	2018	10	3	23	39	27.080	28.6	48.7	69.9
-34.390243	116.804004	2.910	1.02	2018	10	4	0	3	26.520	33.1	56.3	78.8
-34.390125	116.801847	2.805	1.06	2018	10	4	1	35	2.220	25.2	44.6	60.4
-34.389819	116.805981	3.159	1.53	2018	10	4	5	55	36.860	28.7	50.9	71.2
-34.390702	116.800179	2.718	1.02	2018	10	4	9	9	57.510	54.3	96.6	118.3
-34.387321	116.799308	3.421	1.38	2018	10	4	11	13	49.960	30.8	53.2	64.2
-34.387236	116.799780	3.219	1.20	2018	10	4	12	8	38.530	32.5	57.8	78.7
-34.388302	116.800952	3.054	1.07	2018	10	4	12	29	49.860	27.1	48.4	64.3
-34.390385	116.805924	3.164	1.06	2018	10	4	12	54	25.380	34.6	59.6	82.1
-34.390987	116.805868	3.276	1.57	2018	10	4	12	57	16.300	29.2	51.2	60.6
-34.393018	116.801961	2.730	1.10	2018	10	4	13	35	30.930	25.8	45.1	61.1
-34.394328	116.802100	3.036	1.04	2018	10	4	17	12	56.680	28.7	49.1	64.8
-34.393254	116.803255	2.849	1.08	2018	10	4	17	16	13.060	24.7	43.0	58.9
-34.389982	116.798161	3.005	1.13	2018	10	4	18	58	6.060	27.8	48.5	65.0
-34.386397	116.802075	3.276	1.01	2018	10	4	21	55	14.000	31.4	55.2	64.1
-34.390808	116.805737	3.156	1.87	2018	10	4	23	0	16.540	34.3	60.6	85.5
-34.385291	116.803092	3.181	1.60	2018	10	5	0	22	7.510	30.4	54.5	76.7
-34.386023	116.798503	3.461	1.12	2018	10	5	0	48	41.410	34.2	58.7	70.0
-34.391182	116.801872	2.498	1.07	2018	10	5	6	1	44.430	25.9	45.8	62.2
-34.390633	116.801042	2.732	1.17	2018	10	5	6	40	30.600	25.7	44.6	60.3
-34.387850	116.798128	3.222	1.64	2018	10	5	15	13	5.850	30.6	54.0	74.3
-34.386918	116.798006	3.245	3.58	2018	10	5	15	14	58.870	79.3	135.1	182.1
-34.393958	116.802930	3.122	1.08	2018	10	7	0	51	1.230	28.4	48.7	65.7
