-34.393689	116.805884	3.349	1.07	2018	10	7	9	29	38.010	35.8	58.8	76.7
-34.390751	116.800977	2.890	1.25	2018	10	7	21	35	12.520	28.2	49.1	62.1
-34.387061	116.806055	3.417	1.11	2018	10	8	2	11	40.690	40.5	72.9	82.3
-34.388310	116.808285	2.903	1.55	2018	10	8	10	1	44.090	32.0	59.8	82.2
-34.386617	116.803092	2.508	1.14	2018	10	9	5	1	49.900	30.3	52.5	113.4
-34.388005	116.791886	1.321	1.40	2018	10	12	16	44	53.690	78.7	143.3	226.4
-34.388737	116.791903	2.678	1.33	2018	10	12	16	47	13.200	49.8	87.6	120.2
-34.394519	116.798332	1.950	1.17	2018	10	12	16	56	30.610	37.1	64.6	88.2
-34.392900	116.802035	2.638	1.20	2018	10	12	17	23	28.680	29.1	49.4	65.5
-34.393172	116.804679	3.018	1.26	2018	10	12	18	33	4.520	34.7	59.4	80.9
-34.387728	116.800073	3.463	1.91	2018	10	12	18	57	6.360	42.8	74.0	85.0
-34.385982	116.795386	3.340	1.42	2018	10	12	20	51	5.640	35.5	59.4	72.8
-34.392346	116.799797	2.992	1.38	2018	10	13	5	8	23.560	45.2	73.9	96.6
-34.388359	116.798201	2.354	1.25	2018	10	13	8	26	41.730	48.4	78.7	92.5
-34.393103	116.803540	3.224	1.78	2018	10	13	14	44	1.670	35.2	65.3	70.1
-34.398140	116.797404	2.028	1.15	2018	10	13	17	8	24.080	53.2	71.9	89.5
-34.387655	116.805591	3.232	1.30	2018	10	13	18	16	19.560	62.6	121.7	112.7
-34.391414	116.807048	2.305	1.14	2018	10	13	18	34	38.560	50.2	88.0	125.4
-34.394063	116.795662	1.895	1.23	2018	10	14	6	53	27.360	40.8	77.6	110.4
-34.392769	116.806307	2.994	1.40	2018	10	14	8	18	9.240	63.6	106.0	123.5
-34.390108	116.794149	2.733	1.41	2018	10	15	11	6	44.410	39.8	70.0	145.7
-34.395353	116.810075	3.522	1.03	2018	10	15	15	54	46.870	106.5	196.2	1156.1
-34.394177	116.808700	2.988	1.14	2018	10	15	19	38	56.160	38.3	64.4	96.3
-34.395658	116.806592	3.282	1.24	2018	10	15	23	45	42.020	34.1	57.4	71.2
-34.390641	116.796061	3.033	2.09	2018	10	16	3	8	47.740	43.5	88.3	135.9
-34.384196	116.801986	3.091	1.10	2018	10	16	20	7	46.920	33.6	59.5	87.8
-34.387703	116.792920	2.663	1.54	2018	10	17	3	7	21.140	61.5	105.2	196.4
-34.380656	116.804370	3.030	1.07	2018	10	17	6	32	1.530	98.2	631.2	622.0
-34.391296	116.796183	1.695	1.11	2018	10	17	21	33	9.320	71.2	131.5	208.8
-34.394291	116.807837	3.213	1.62	2018	10	18	3	9	50.840	94.2	168.7	195.4
-34.385335	116.804549	3.138	1.17	2018	10	18	3	12	2.020	31.3	53.8	72.9
-34.383167	116.803605	3.324	1.48	2018	10	18	6	29	28.580	36.7	64.5	79.4
-34.394344	116.805168	2.553	1.24	2018	10	18	20	51	58.480	31.4	59.5	76.9
-34.392399	116.791113	2.121	1.27	2018	10	23	8	10	17.630	132.3	220.2	278.3
-34.386344	116.808919	3.069	1.15	2018	10	31	1	44	22.200	31.9	55.9	81.5
-34.385763	116.809635	3.617	1.17	2018	10	31	6	36	58.340	36.7	66.9	72.9
-34.394039	116.803434	2.467	1.33	2018	10	31	8	23	18.900	35.6	64.8	75.0
-34.393176	116.806372	3.025	1.39	2018	10	31	12	6	40.470	35.4	64.1	79.1
-34.393388	116.806820	3.270	1.64	2018	11	5	12	55	37.720	42.0	69.6	82.7
-34.383936	116.794198	3.287	1.20	2018	11	12	14	53	8.170	43.4	76.2	107.1
-34.384949	116.803711	3.747	2.50	2018	11	21	2	22	14.160	63.4	107.1	172.3
-34.385860	116.804232	3.378	1.91	2018	11	21	7	55	47.510	37.8	70.5	74.1
-34.387154	116.803841	2.326	1.60	2018	11	21	8	35	15.930	31.0	59.3	76.8
-34.385905	116.804150	3.090	1.15	2018	11	21	10	54	13.030	30.4	54.2	78.5
-34.385828	116.802393	3.290	1.35	2018	11	21	16	14	40.670	32.0	55.7	69.5
-34.384867	116.801668	3.162	1.45	2018	11	21	17	44	36.920	31.7	55.6	77.4
-34.413143	116.778866	2.343	0.59	2018	9	20	14	55	35.050	47.1	75.7	159.6
-34.415633	116.775374	2.772	1.64	2018	9	21	1	4	3.090	47.3	73.8	164.9
-34.392371	116.792716	3.017	0.83	2018	9	21	6	35	34.630	49.0	76.6	85.2
-34.419596	116.777189	2.912	0.89	2018	9	21	10	58	27.020	62.9	95.3	233.6
-34.417778	116.775309	2.685	1.40	2018	9	21	14	36	6.750	54.1	88.1	205.8
-34.418555	116.775472	2.908	2.66	2018	9	21	14	37	59.800	62.4	98.0	229.3
-34.417314	116.774528	2.564	0.96	2018	9	21	14	50	49.510	85.9	145.2	324.9
-34.407361	116.778923	2.956	0.85	2018	9	21	17	57	2.280	42.6	70.3	113.0
-34.409412	116.779061	2.822	1.20	2018	9	21	19	19	51.520	42.8	70.0	127.0
-34.409517	116.778198	2.840	1.01	2018	9	21	19	24	30.280	42.1	69.3	126.8
-34.413692	116.774146	2.927	1.18	2018	9	21	20	24	5.520	51.0	82.8	177.4
-34.397253	116.786540	2.957	0.96	2018	9	22	5	10	52.040	57.2	90.0	99.2
-34.415023	116.786776	2.594	0.60	2018	9	22	6	43	32.100	47.9	75.0	151.5
-34.404769	116.790023	2.019	1.29	2018	9	22	6	48	2.470	42.4	68.5	91.9
-34.418880	116.794214	2.037	1.13	2018	9	22	9	18	17.810	39.4	68.7	165.4
-34.416919	116.777816	2.774	0.74	2018	9	22	12	44	57.200	49.3	81.4	174.3
-34.401876	116.794450	2.098	1.33	2018	9	22	14	47	22.080	32.9	61.2	74.3
-34.408870	116.771493	3.523	0.59	2018	9	22	22	39	59.760	53.0	84.0	153.0
-34.416915	116.788550	2.776	0.59	2018	9	23	2	42	44.500	48.4	78.4	138.7
-34.410974	116.798096	3.053	2.16	2018	9	23	2	52	17.710	33.7	59.9	95.9
-34.413611	116.798527	2.969	1.34	2018	9	23	3	35	58.650	36.8	62.9	110.3
-34.413188	116.792196	2.572	0.66	2018	9	23	4	47	2.090	39.6	66.2	114.4
-34.418144	116.791341	2.348	1.11	2018	9	23	9	52	23.570	53.7	92.0	187.3
-34.415759	116.787476	2.581	0.56	2018	9	23	12	19	49.190	40.6	67.6	132.2
-34.408077	116.789559	1.420	0.68	2018	9	23	12	26	17.690	88.3	151.6	291.3
-34.413159	116.789673	2.214	1.07	2018	9	23	13	14	49.690	42.9	79.4	139.0
-34.407109	116.770898	3.477	1.34	2018	9	23	14	32	45.100	89.5	143.2	284.2
-34.423690	116.793343	3.002	0.94	2018	9	23	15	13	10.870	52.8	87.9	191.7
-34.416366	116.792830	2.045	1.01	2018	9	23	16	57	35.310	35.9	61.0	138.3
-34.405969	116.792603	1.618	0.73	2018	9	23	17	7	21.180	40.4	74.5	112.8
-34.401241	116.802563	3.078	0.93	2018	9	23	17	45	37.120	35.4	60.1	76.9
-34.410771	116.788053	1.668	0.90	2018	9	23	18	57	21.680	37.1	62.5	133.3
-34.407084	116.770426	2.398	0.75	2018	9	23	20	48	59.640	63.2	102.5	229.4
-34.401855	116.795158	2.776	1.36	2018	9	24	0	25	59.560	35.4	62.5	83.5
-34.403312	116.782072	3.021	0.79	2018	9	24	6	43	48.890	56.8	97.5	215.6
-34.414380	116.789412	2.180	1.54	2018	9	24	8	39	52.450	52.8	88.5	191.1
-34.409151	116.770768	3.602	0.61	2018	9	24	13	48	59.380	56.1	91.3	217.7
-34.418176	116.788623	0.097	1.02	2018	9	26	12	47	15.250	45.5	75.6	2197.1
-34.417033	116.793164	0.101	0.85	2018	9	26	13	50	29.940	62.6	105.0	36.6
-34.414449	116.796899	1.593	0.86	2018	9	27	6	56	10.630	57.3	92.2	1177.1
-34.401526	116.794100	2.874	1.48	2018	9	27	10	25	34.950	34.0	60.2	74.3
-34.401518	116.801961	3.171	1.27	2018	9	27	14	31	0.550	49.6	86.7	107.3
-34.409790	116.777474	3.439	1.00	2018	9	27	21	36	22.240	59.8	101.3	593.6
-34.415157	116.794157	4.316	1.11	2018	9	28	13	6	9.250	80.6	129.7	866.2
-34.404167	116.781836	2.489	1.84	2018	9	28	14	28	39.880	70.8	123.1	1045.1
-34.421057	116.796159	3.044	1.00	2018	9	29	8	39	17.230	49.3	79.4	164.0
-34.405383	116.796110	2.280	0.59	2018	9	30	8	45	1.200	67.9	112.1	163.5
-34.424740	116.795215	3.330	0.59	2018	9	30	12	8	27.510	257.1	397.9	769.6
-34.417509	116.792074	2.068	0.73	2018	9	30	12	47	38.360	34.9	60.0	140.6
-34.399613	116.801937	2.925	0.62	2018	9	30	15	47	26.090	32.2	59.1	69.1
-34.404329	116.781803	2.712	1.35	2018	9	30	20	51	7.560	43.4	71.6	104.8
-34.397432	116.795467	2.660	0.62	2018	10	1	12	56	37.730	47.2	78.4	91.2
-34.409701	116.792033	2.523	0.51	2018	10	1	17	47	12.020	75.3	112.6	145.8
-34.394535	116.796541	2.546	0.59	2018	10	1	17	50	27.340	36.8	70.4	74.0
-34.400419	116.799162	3.162	1.51	2018	10	3	2	40	41.260	33.3	59.6	70.7
-34.395740	116.799325	3.213	4.19	2018	10	3	3	15	30.280	152.5	291.8	301.1
-34.410299	116.799699	2.616	1.10	2018	10	3	5	58	5.190	52.4	81.2	127.8
-34.397953	116.801473	3.197	1.25	2018	10	3	12	4	14.720	34.5	60.1	73.3
-34.395817	116.802889	3.239	1.60	2018	10	3	12	49	11.790	41.6	72.4	79.3
-34.401196	116.803776	2.902	1.26	2018	10	3	14	25	42.840	40.1	76.3	91.9
-34.409814	116.801172	2.883	0.76	2018	10	3	18	37	31.160	49.9	76.9	128.6
-34.396098	116.803328	3.607	0.74	2018	10	4	4	38	31.520	38.0	65.6	73.5
-34.417342	116.793368	2.081	1.74	2018	10	4	11	5	13.660	37.0	64.1	150.5
-34.397302	116.796574	3.383	0.79	2018	10	4	11	38	37.160	113.8	236.2	221.5
-34.393473	116.803337	3.347	0.51	2018	10	4	12	6	44.450	32.8	58.4	61.6
-34.400208	116.794076	2.812	0.62	2018	10	4	12	45	16.200	35.5	60.9	73.6
-34.419035	116.773438	3.041	0.49	2018	10	4	13	29	35.810	59.9	93.8	221.3
-34.397738	116.803027	3.649	0.34	2018	10	4	13	38	42.740	40.7	77.0	77.7
-34.417973	116.794450	1.326	1.04	2018	10	4	14	47	36.270	39.0	66.2	239.5
-34.420150	116.798128	2.370	0.56	2018	10	4	16	8	26.060	69.5	131.4	251.4
-34.415771	116.790682	1.976	1.67	2018	10	4	16	38	25.000	42.9	71.9	170.5
-34.397827	116.805607	3.407	0.35	2018	10	4	17	19	31.280	88.3	152.5	188.7
-34.408219	116.783626	2.086	0.27	2018	10	4	17	56	1.620	74.8	149.4	216.1
-34.410266	116.801823	2.699	0.37	2018	10	4	19	8	10.440	98.3	276.7	259.4
-34.398421	116.805599	3.127	0.47	2018	10	4	20	7	34.220	93.8	175.9	198.6
-34.405318	116.796232	3.403	0.48	2018	10	4	23	31	48.980	121.6	251.7	226.5
-34.424235	116.789982	2.743	0.56	2018	10	5	6	45	30.240	80.0	117.5	317.1
-34.397205	116.802726	3.428	0.69	2018	10	5	7	18	58.340	63.0	123.1	128.5
-34.407507	116.782267	2.886	0.47	2018	10	5	8	33	19.920	56.6	126.5	145.6
-34.404960	116.782088	2.706	0.49	2018	10	5	9	19	40.030	56.8	90.9	141.5
-34.418050	116.790186	2.286	0.78	2018	10	5	12	3	35.690	38.9	61.1	143.7
-34.411064	116.783049	2.707	0.91	2018	10	5	19	53	22.980	58.4	100.7	185.8
-34.412679	116.794491	2.843	1.62	2018	10	5	20	9	59.640	98.7	168.7	289.4
-34.397192	116.793962	3.103	0.51	2018	10	5	21	17	45.080	37.3	68.1	76.6
-34.404159	116.779744	2.966	0.80	2018	10	5	21	55	1.400	64.8	109.9	150.0
-34.399386	116.796541	3.559	1.19	2018	10	6	4	57	31.050	36.5	63.8	64.9
-34.419840	116.779256	3.084	0.99	2018	10	6	11	33	33.430	66.3	99.9	233.5
-34.410160	116.782072	2.803	0.46	2018	10	7	2	19	42.290	40.1	63.4	109.7
-34.408895	116.780908	2.904	0.46	2018	10	7	6	17	27.420	48.4	78.0	132.3
-34.406124	116.797135	2.274	0.82	2018	10	8	12	57	24.110	32.4	55.6	78.9
-34.410986	116.782520	2.919	1.30	2018	10	8	20	4	24.700	40.9	64.1	108.0
-34.402287	116.793799	2.541	1.22	2018	10	8	22	53	10.120	105.6	155.1	181.3
-34.401611	116.784448	2.697	1.16	2018	10	9	16	56	9.200	43.6	72.2	92.9
-34.424715	116.790568	3.849	0.87	2018	10	9	21	58	45.120	75.5	127.5	367.8
-34.416931	116.801139	2.970	0.91	2018	10	11	16	11	53.270	167.5	210.3	420.5
-34.402035	116.790902	2.197	1.89	2018	10	12	15	45	34.170	46.8	86.6	110.4
-34.397367	116.792570	2.029	0.36	2018	10	12	15	51	28.080	37.3	65.4	73.4
-34.395683	116.797909	3.530	1.17	2018	10	12	17	12	2.360	34.6	61.8	61.7
-34.403959	116.794653	1.921	0.83	2018	10	12	23	12	38.920	37.8	63.0	84.1
-34.392859	116.795801	3.408	1.61	2018	10	13	8	23	49.860	41.3	71.6	75.0
-34.399670	116.803060	2.770	0.55	2018	10	13	10	40	41.800	39.4	76.6	89.7
-34.409383	116.794295	2.608	0.30	2018	10	13	14	5	26.910	44.2	79.8	108.1
-34.399064	116.795898	3.666	0.07	2018	10	13	15	1	59.150	62.1	105.2	120.7
-34.401957	116.798730	2.531	1.46	2018	10	13	17	28	5.580	111.7	188.8	195.8
-34.421688	116.795329	1.731	0.40	2018	10	14	11	50	0.320	139.2	363.8	668.3
-34.405522	116.790959	1.347	0.39	2018	10	14	11	52	14.350	44.8	79.9	127.8
-34.393534	116.802425	3.111	0.24	2018	10	14	12	16	49.180	39.3	72.8	89.4
-34.415755	116.773787	2.571	0.59	2018	10	14	12	21	12.730	52.4	81.3	202.7
-34.398942	116.800456	3.426	0.44	2018	10	14	20	45	50.860	160.2	818.6	315.0
-34.390971	116.804264	3.391	0.74	2018	10	15	3	29	4.080	590.0	922.3	1183.7
-34.401766	116.803035	2.971	1.04	2018	10	15	4	17	47.250	37.7	67.1	85.6
-34.416968	116.800724	3.299	1.50	2018	10	15	5	19	11.120	175.7	229.2	419.0
-34.393404	116.799910	3.374	1.26	2018	10	15	8	50	11.570	195.3	378.6	306.7
-34.399251	116.799259	2.899	1.00	2018	10	15	20	42	42.520	32.3	59.5	69.7
-34.417578	116.789006	2.682	1.15	2018	10	16	8	15	59.840	64.0	100.5	310.0
-34.400476	116.802360	3.799	1.30	2018	10	16	9	29	37.720	180.6	307.4	600.1
-34.422689	116.791602	3.163	1.29	2018	10	16	17	28	15.680	55.4	89.0	197.7
-34.424736	116.791846	3.352	0.68	2018	10	16	18	5	31.120	49.5	77.1	142.6
-34.406787	116.797201	2.078	0.35	2018	10	16	18	33	57.260	47.6	78.4	125.2
-34.405859	116.800602	3.685	0.37	2018	10	16	22	1	55.280	112.3	354.8	230.9
-34.423735	116.790771	3.710	0.51	2018	10	17	0	6	10.300	84.8	152.6	250.0
-34.397087	116.791813	3.045	1.44	2018	10	17	3	10	22.410	39.4	69.1	77.2
-34.423478	116.793107	2.921	1.15	2018	10	18	8	40	57.480	56.3	93.5	206.2
-34.418762	116.795280	3.654	0.85	2018	10	18	9	20	57.710	59.9	100.3	153.5
-34.417700	116.800846	2.842	0.57	2018	10	18	18	55	54.480	100.6	162.9	336.9
-34.399642	116.782715	2.348	1.41	2018	10	18	19	19	29.680	71.9	124.6	188.8
-34.397994	116.804142	3.115	0.23	2018	10	18	23	34	52.760	42.7	79.8	94.7
-34.401803	116.804150	2.661	1.60	2018	10	19	2	5	47.940	39.8	70.3	95.2
-34.391418	116.800309	3.592	1.14	2018	10	19	2	14	41.430	35.1	64.0	62.1
-34.405257	116.794857	1.823	0.98	2018	10	19	2	41	37.110	119.9	232.1	296.4
-34.417497	116.778638	2.871	0.42	2018	10	19	12	13	57.420	106.9	189.2	333.2
-34.401607	116.805396	3.283	0.74	2018	10	19	13	46	59.080	38.6	68.4	74.1
-34.398543	116.802197	3.129	0.79	2018	10	20	16	5	43.840	94.6	177.3	187.2
-34.400977	116.804411	3.715	0.66	2018	10	20	17	10	12.620	68.8	106.7	142.1
-34.419548	116.772738	3.003	1.12	2018	10	20	20	38	49.280	86.7	142.8	314.1
-34.414323	116.791113	2.144	1.03	2018	10	22	0	20	55.310	55.2	91.5	170.0
-34.394430	116.802311	3.450	1.51	2018	10	22	6	55	33.000	42.6	71.5	65.7
-34.400260	116.802368	2.958	1.59	2018	10	22	7	8	7.100	35.9	65.4	80.6
-34.407869	116.790796	4.031	0.56	2018	10	22	20	18	10.380	186.5	563.7	334.0
-34.399194	116.789111	2.377	1.65	2018	10	23	6	18	38.750	42.2	74.5	89.2
-34.401213	116.789697	2.115	1.23	2018	10	23	10	20	15.400	51.9	106.2	102.8
-34.417285	116.795752	2.903	0.59	2018	10	23	11	56	50.550	60.6	177.9	178.0
-34.408036	116.779712	2.186	1.24	2018	10	23	12	29	18.430	59.7	216.3	179.9
-34.420414	116.793140	2.516	0.78	2018	10	23	16	13	48.650	53.1	90.1	186.7
-34.394486	116.798519	2.892	0.84	2018	10	23	16	15	1.870	32.9	59.7	66.7
-34.391154	116.797990	3.023	0.52	2018	10	23	19	54	37.160	36.6	66.1	74.4
-34.406612	116.790063	2.963	0.85	2018	10	23	20	25	38.060	48.7	138.7	104.9
-34.399040	116.791040	2.240	0.66	2018	10	25	11	54	13.730	43.2	73.0	85.6
-34.402214	116.809969	3.114	0.49	2018	10	25	14	57	31.160	95.4	166.4	226.9
-34.408167	116.778027	3.103	0.71	2018	10	25	21	48	55.680	87.1	197.1	231.5
-34.405762	116.789502	1.293	0.99	2018	10	26	17	17	11.900	47.4	82.0	151.7
-34.406897	116.793335	2.580	1.07	2018	10	26	20	45	47.120	39.4	64.5	87.2
-34.409725	116.798657	2.285	1.92	2018	10	28	5	36	17.630	38.5	68.3	110.6
-34.416341	116.793107	2.310	0.15	2018	10	28	19	15	27.860	180.2	952.7	738.7
-34.399211	116.802368	3.306	1.72	2018	10	29	10	34	9.650	33.3	59.0	61.3
-34.402075	116.802515	2.975	1.56	2018	10	30	22	10	26.920	45.8	89.9	103.6
-34.404565	116.801994	2.907	2.04	2018	10	30	23	26	7.280	156.6	326.9	362.2
-34.413477	116.793717	3.954	0.31	2018	11	1	12	33	21.550	91.9	392.7	180.9
-34.397164	116.796370	2.774	1.37	2018	11	2	4	17	0.610	33.4	60.1	67.1
-34.402364	116.803475	2.944	0.69	2018	11	2	12	20	27.910	106.2	191.8	227.0
-34.394425	116.795614	2.404	0.80	2018	11	2	13	23	25.080	33.7	64.7	66.8
-34.384912	116.796704	3.450	0.71	2018	11	2	16	33	41.680	298.8	557.7	474.7
-34.419971	116.796647	2.818	1.60	2018	11	4	16	42	17.740	63.6	108.2	201.6
-34.400244	116.803467	3.124	1.72	2018	11	4	20	40	50.360	39.2	68.5	89.8
-34.416960	116.791536	3.753	1.18	2018	11	9	3	9	46.690	92.0	370.5	200.7
-34.419889	116.780330	2.849	0.56	2018	11	9	9	31	18.860	133.1	258.7	432.9
-34.416292	116.774634	3.095	1.09	2018	11	9	12	6	5.800	88.1	151.3	276.8
-34.403650	116.798853	2.984	1.46	2018	11	10	22	26	6.040	39.7	67.6	86.5
-34.399243	116.810531	3.578	0.75	2018	11	11	15	30	39.490	65.8	111.3	137.4
-34.406295	116.769564	3.745	1.34	2018	11	11	22	40	33.440	64.4	104.7	179.9
-34.397892	116.797290	2.633	1.27	2018	11	12	8	14	0.310	678.7	1032.6	1165.7
-34.406514	116.776790	2.816	0.42	2018	11	12	18	30	16.760	55.4	89.2	155.3
-34.412524	116.796273	2.406	1.38	2018	11	13	12	8	6.280	31.7	55.1	101.0
-34.407434	116.775968	3.172	0.41	2018	11	14	15	42	14.530	76.5	185.6	165.0
-34.407060	116.802832	2.599	1.33	2018	11	14	17	44	7.240	42.3	72.0	108.0
-34.407442	116.785693	2.222	0.70	2018	11	17	22	50	26.560	37.1	62.6	104.0
-34.407666	116.776131	3.945	1.41	2018	11	18	5	2	52.540	128.1	235.6	281.4
-34.415597	116.770068	3.639	1.44	2018	11	18	10	50	16.060	147.5	231.9	430.5
-34.413660	116.765869	3.649	1.11	2018	11	18	14	42	59.550	88.8	137.5	269.3
-34.419694	116.788005	3.767	0.17	2018	11	18	20	34	32.180	71.7	109.2	193.8
-34.418709	116.777531	3.550	0.94	2018	11	21	5	16	39.340	61.8	91.8	210.5
-34.399622	116.800716	3.873	0.73	2018	11	21	11	31	15.440	108.2	205.1	211.9
-34.429163	116.790267	3.145	0.81	2018	9	20	16	33	24.580	38.7	56.3	139.1
-34.437480	116.787231	2.319	0.60	2018	9	21	9	44	22.330	47.7	64.9	256.3
-34.432084	116.791992	1.711	1.11	2018	9	21	9	54	6.260	53.4	73.4	350.2
-34.428560	116.796362	2.693	0.58	2018	9	22	14	48	27.680	36.3	53.0	148.3
-34.419250	116.795361	2.199	0.66	2018	9	23	16	46	46.610	41.6	63.0	142.0
-34.426392	116.796981	1.819	0.56	2018	10	1	3	36	23.350	41.7	64.8	239.2
-34.433301	116.777254	3.016	0.68	2018	10	5	9	56	22.840	38.2	53.4	168.7
-34.430107	116.782935	2.294	0.54	2018	10	5	14	10	23.650	32.2	47.5	166.6
-34.430322	116.793327	2.669	0.65	2018	10	5	20	32	58.840	33.8	50.2	151.9
-34.426721	116.772493	2.453	0.33	2018	10	6	4	53	58.310	55.5	79.0	251.5
-34.424426	116.768221	3.066	1.26	2018	10	7	9	50	4.610	47.7	72.9	203.1
-34.428499	116.796932	2.353	1.05	2018	10	7	18	45	23.880	32.6	49.6	156.7
-34.427865	116.795239	2.726	0.82	2018	10	9	3	21	31.600	34.2	51.5	144.8
-34.432735	116.778337	2.611	0.44	2018	10	9	19	59	15.360	68.9	113.6	323.4
-34.434668	116.774040	2.756	0.29	2018	10	11	2	50	7.070	59.9	83.5	472.7
-34.434733	116.772974	3.164	1.76	2018	10	13	3	21	13.890	44.2	70.7	213.2
